Nuclide,Isomeric,Z,Jp,DecayMode,BranchRatio,Ex_MeV,Q_MeV,Status,Hf_inequality,Hf,Hf_err_u,Hf_err_d,Hf_unit,Abundance_per,Abundance_err_per,Mass,Mass_err,IfSystematics,HalfLife_sec
135Xe,M,54,11/2-,IT,>99.40,0.5266,0.527,unstable,EQUAL,15.29,5e-15,5e-15,M,,,-85.8904,0.004,,9.17E+02
135Xe,M,54,11/2-,B-,<0.60,0.5266,1.692,unstable,EQUAL,15.29,5e-15,5e-15,M,,,-85.8904,0.004,,9.17E+02
136Xe,,54,0+,2B-,,0,2.462,unstable,GT,2.4E+21,,,Y,8.8573,0.0044,-86.429,0,,7.57E+28
137Xe,,54,7/2-,B-,100.00,0,4.166,unstable,EQUAL,3.818,0.013,0.013,M,,,-82.383,0,,2.29E+02
138Xe,,54,0+,B-,100.00,0,2.737,unstable,EQUAL,14.08,0.08,0.08,M,,,-79.975,0.003,,8.45E+02
139Xe,,54,3/2-,B-,100.00,0,5.057,unstable,EQUAL,39.68,0.14,0.14,S,,,-75.644,0.002,,3.97E+01
140Xe,,54,0+,B-,100.00,0,4.06,unstable,EQUAL,13.60,1,1,S,,,-72.986,0.002,,1.36E+01
141Xe,,54,5/2(-),B-,100.00,0,6.15,unstable,EQUAL,1.73,0.01,0.01,S,,,-68.197,0.002,,1.73E+00
141Xe,,54,5/2(-),BN,0.04,0,0.653,unstable,EQUAL,1.73,0.01,0.01,S,,,-68.197,0.002,,1.73E+00
142Xe,,54,0+,B-,100.00,0,5.04,unstable,EQUAL,1.23,0.02,0.02,S,,,-65.229,0.002,,1.23E+00
142Xe,,54,0+,BN,0.21,0,0.93,unstable,EQUAL,1.23,0.02,0.02,S,,,-65.229,0.002,,1.23E+00
143Xe,,54,5/2-,B-,100.00,0,7.227,unstable,EQUAL,0.511,0.006,0.006,S,,,-60.202,0.004,,5.11E-01
143Xe,,54,5/2-,BN,1.00,0,1.999,unstable,EQUAL,0.511,0.006,0.006,S,,,-60.202,0.004,,5.11E-01
144Xe,,54,0+,B-,100.00,0,5.992,unstable,EQUAL,0.388,0.007,0.007,S,,,-56.872,0.005,,3.88E-01
144Xe,,54,0+,BN,3.00,0,2.323,unstable,EQUAL,0.388,0.007,0.007,S,,,-56.872,0.005,,3.88E-01
145Xe,,54,,B-,100.00,0,7.959,unstable,EQUAL,188,4,4,MS,,,-51.493,0.011,,1.88E-01
145Xe,,54,,BN,5.00,0,3.1,unstable,EQUAL,188,4,4,MS,,,-51.493,0.011,,1.88E-01
146Xe,,54,0+,B-,100.00,0,6.949,unstable,EQUAL,146,6,6,MS,,,-47.954,0.024,,1.46E-01
146Xe,,54,0+,BN,6.90,0,3.315,unstable,EQUAL,146,6,6,MS,,,-47.954,0.024,,1.46E-01
147Xe,,54,(3/2-),B-,,0,8.761,unstable,EQUAL,0.10,1,0.5,S,,,-42.532,0.401,S,1.00E-01
147Xe,,54,(3/2-),BN,<8.00,0,4.29,unstable,EQUAL,0.10,1,0.5,S,,,-42.532,0.401,S,1.00E-01
148Xe,,54,0+,B-,,0,0,unstable,GT,408,,,NS,,,0,0,,4.08E-07
148Xe,,54,0+,BN,,0,0,unstable,GT,408,,,NS,,,0,0,,4.08E-07
112Cs,,55,(0+,3+),P,100.00,0,0.814,unstable,EQUAL,0.5,0.1,0.1,MS,,,-46.289,0.086,,5.00E-04
113Cs,,55,(3/2+),P,100.00,0,0.974,unstable,EQUAL,16.7,0.7,0.7,US,,,-51.765,0.008,,1.67E-05
113Cs,,55,(3/2+),A,,0,3.484,unstable,EQUAL,16.7,0.7,0.7,US,,,-51.765,0.008,,1.67E-05
114Cs,,55,(1+),EC,99.98,0,12.547,unstable,EQUAL,0.57,2e-16,2e-16,S,,,-54.682,0.071,,5.70E-01
114Cs,,55,(1+),EP,8.70,0,9.3,unstable,EQUAL,0.57,2e-16,2e-16,S,,,-54.682,0.071,,5.70E-01
114Cs,,55,(1+),EA,0.19,0,0,unstable,EQUAL,0.57,2e-16,2e-16,S,,,-54.682,0.071,,5.70E-01
114Cs,,55,(1+),A,0.02,0,3.357,unstable,EQUAL,0.57,2e-16,2e-16,S,,,-54.682,0.071,,5.70E-01
115Cs,,55,,EC,100.00,0,8.957,unstable,EQUAL,1.4,0.8,0.8,S,,,-59.699,0.298,S,1.40E+00
115Cs,,55,,EP,@0.07,0,5.808,unstable,EQUAL,1.4,0.8,0.8,S,,,-59.699,0.298,S,1.40E+00
116Cs,,55,(1+),EC,100.00,0,10.979,unstable,EQUAL,0.70,0.4,0.4,S,,,-62.068,0.101,S,7.00E-01
116Cs,,55,(1+),EP,2.80,0,6.981,unstable,EQUAL,0.70,0.4,0.4,S,,,-62.068,0.101,S,7.00E-01
116Cs,,55,(1+),EA,0.05,0,0,unstable,EQUAL,0.70,0.4,0.4,S,,,-62.068,0.101,S,7.00E-01
116Cs,M,55,4+,5,6,EC,100.00,0.1,11.079,unstable,EQUAL,3.85,0.13,0.13,S,,,-61.968,0.101,S,3.85E+00
116Cs,M,55,4+,5,6,EP,0.51,0.1,7.081,unstable,EQUAL,3.85,0.13,0.13,S,,,-61.968,0.101,S,3.85E+00
116Cs,M,55,4+,5,6,EA,8.0E-3,0.1,0,unstable,EQUAL,3.85,0.13,0.13,S,,,-61.968,0.101,S,3.85E+00
117Cs,M,55,(9/2+),EC,100.00,0,7.743,unstable,EQUAL,8.4,0.6,0.6,S,,,-66.493,0.062,,8.40E+00
117Cs,M,55,(3/2+),EC,,0,7.743,unstable,EQUAL,6.5,0.4,0.4,S,,,-66.493,0.062,,6.50E+00
118Cs,,55,2,EC,100.00,0,9.67,unstable,EQUAL,14,2,2,S,,,-68.409,0.012,,1.40E+01
118Cs,,55,2,EP,<0.04,0,4.736,unstable,EQUAL,14,2,2,S,,,-68.409,0.012,,1.40E+01
118Cs,,55,2,EA,<2.4E-3,0,11.08,unstable,EQUAL,14,2,2,S,,,-68.409,0.012,,1.40E+01
118Cs,M,55,6,7,8,EC,100.00,0,9.67,unstable,EQUAL,17,3,3,S,,,-68.409,0.012,,1.70E+01
118Cs,M,55,6,7,8,EP,<0.04,0,4.736,unstable,EQUAL,17,3,3,S,,,-68.409,0.012,,1.70E+01
118Cs,M,55,6,7,8,EA,<2.4E-3,0,11.08,unstable,EQUAL,17,3,3,S,,,-68.409,0.012,,1.70E+01
119Cs,,55,9/2+,EC,100.00,0,6.489,unstable,EQUAL,43.0,2,2,S,,,-72.305,0.013,,4.30E+01
119Cs,M,55,3/2(+),EC,100.00,0,6.489,unstable,EQUAL,30.4,0.1,0.1,S,,,-72.305,0.013,,3.04E+01
120Cs,,55,2(+),EC,100.00,0,8.284,unstable,EQUAL,61.3,1.1,1.1,S,,,-73.888,0.009,,6.13E+01
120Cs,,55,2(+),EA,2.0E-5,0,8.99,unstable,EQUAL,61.3,1.1,1.1,S,,,-73.888,0.009,,6.13E+01
120Cs,,55,2(+),EP,7.0E-6,0,2.588,unstable,EQUAL,61.3,1.1,1.1,S,,,-73.888,0.009,,6.13E+01
120Cs,M,55,(7-),EC,100.00,0,8.284,unstable,EQUAL,57,6,6,S,,,-73.888,0.009,,5.70E+01
121Cs,,55,3/2(+),EC,100.00,0,5.372,unstable,EQUAL,155,4,4,S,,,-77.1,0.013,,1.55E+02
121Cs,M,55,9/2(+),EC,83.00,0.0685,5.441,unstable,EQUAL,122,3,3,S,,,-77.0315,0.013,,1.22E+02
121Cs,M,55,9/2(+),IT,17.00,0.0685,0.068,unstable,EQUAL,122,3,3,S,,,-77.0315,0.013,,1.22E+02
122Cs,,55,1+,EC,100.00,0,7.215,unstable,EQUAL,21.18,0.19,0.19,S,,,-78.142,0.033,,2.12E+01
122Cs,M,55,(5)-,IT,100.00,0.1271,0.127,unstable,EQUAL,0.36,0.02,0.02,S,,,-78.0149,0.033,,3.60E-01
122Cs,M,55,8(-),EC,100.00,0.14,7.355,unstable,EQUAL,3.70,1.1,1.1,M,,,-78.002,0.033,,2.22E+02
123Cs,,55,1/2+,EC,100.00,0,4.205,unstable,EQUAL,5.88,0.03,0.03,M,,,-81.043,0.012,,3.53E+02
123Cs,M,55,(11/2)-,IT,100.00,0.1563,0.156,unstable,EQUAL,1.64,0.12,0.12,S,,,-80.8867,0.012,,1.64E+00
124Cs,,55,1+,EC,100.00,0,5.929,unstable,EQUAL,30.9,0.4,0.4,S,,,-81.731,0.008,,3.09E+01
124Cs,M,55,(7)+,IT,100.00,0.4626,0.463,unstable,EQUAL,6.3,0.2,0.2,S,,,-81.2684,0.008,,6.30E+00
125Cs,,55,1/2(+),EC,100.00,0,3.104,unstable,EQUAL,46.7,0.1,0.1,M,,,-84.087,0.007,,2.80E+03
125Cs,M,55,(11/2-),IT,100.00,0.2661,0.266,unstable,EQUAL,0.90,0.3,0.3,MS,,,-83.8209,0.007,,9.00E-04
126Cs,,55,1+,EC,100.00,0,4.824,unstable,EQUAL,1.64,0.02,0.02,M,,,-84.344,0.012,,9.84E+01
127Cs,,55,1/2+,EC,100.00,0,2.081,unstable,EQUAL,6.25,0.1,0.1,H,,,-86.24,0.005,,2.25E+04
127Cs,M,55,(11/2)-,IT,100.00,0.4522,0.452,unstable,EQUAL,55,3,3,US,,,-85.7878,0.005,,5.50E-05
128Cs,,55,1+,EC,100.00,0,3.929,unstable,EQUAL,3.66,0.02,0.02,M,,,-85.931,0.005,,2.20E+02
129Cs,,55,1/2+,EC,100.00,0,1.197,unstable,EQUAL,32.06,0.06,0.06,H,,,-87.499,0.004,,1.15E+05
130Cs,,55,1+,EC,98.40,0,2.979,unstable,EQUAL,29.21,0.04,0.04,M,,,-86.899,0.008,,1.75E+03
130Cs,,55,1+,B-,1.60,0,0.361,unstable,EQUAL,29.21,0.04,0.04,M,,,-86.899,0.008,,1.75E+03
130Cs,M,55,5-,IT,99.84,0.1632,0.163,unstable,EQUAL,3.46,0.06,0.06,M,,,-86.7358,0.008,,2.08E+02
130Cs,M,55,5-,EC,0.16,0.1632,3.142,unstable,EQUAL,3.46,0.06,0.06,M,,,-86.7358,0.008,,2.08E+02
131Cs,,55,5/2+,EC,100.00,0,0.355,unstable,EQUAL,9.689,0.016,0.016,D,,,-88.058,0.004,,8.37E+05
132Cs,,55,2+,EC,98.13,0,1.279,unstable,EQUAL,6.480,6e-15,6e-15,D,,,-87.155,0.001,,5.60E+05
132Cs,,55,2+,B-,1.87,0,1.279,unstable,EQUAL,6.480,6e-15,6e-15,D,,,-87.155,0.001,,5.60E+05
133Cs,,55,7/2+,,,0,0,stable,,,,,,100,,-88.07,0,,0.00E+00
134Cs,,55,4+,B-,100.00,0,2.059,unstable,EQUAL,2.0652,4e-16,4e-16,Y,,,-86.891,0,,6.52E+07
134Cs,,55,4+,EC,3.0E-4,0,2.059,unstable,EQUAL,2.0652,4e-16,4e-16,Y,,,-86.891,0,,6.52E+07
134Cs,M,55,8-,IT,100.00,0.1387,0.139,unstable,EQUAL,2.912,0.002,0.002,H,,,-86.7523,0,,1.05E+04
135Cs,,55,7/2+,B-,100.00,0,0.269,unstable,EQUAL,2.3E+6,300000,300000,Y,,,-87.581,0.001,,7.26E+13
135Cs,M,55,19/2-,IT,100.00,1.6329,1.633,unstable,EQUAL,53,2,2,M,,,-85.9481,0.001,,3.18E+03
136Cs,,55,5+,B-,100.00,0,2.548,unstable,EQUAL,13.04,3e-15,3e-15,D,,,-86.339,0.001,,1.13E+06
136Cs,M,55,8-,B-,,0.5179,3.066,unstable,EQUAL,17.5,0.2,0.2,S,,,-85.8211,0.001,,1.75E+01
136Cs,M,55,8-,IT,>0.00,0.5179,0.518,unstable,EQUAL,17.5,0.2,0.2,S,,,-85.8211,0.001,,1.75E+01
137Cs,,55,7/2+,B-,100.00,0,1.176,unstable,EQUAL,30.08,9e-15,9e-15,Y,,,-86.545,0,,9.49E+08
138Cs,,55,3-,B-,100.00,0,5.374,unstable,EQUAL,33.41,1.8e-14,1.8e-14,M,,,-82.887,0.009,,2.00E+03
138Cs,M,55,6-,IT,81.00,0.0799,0.08,unstable,EQUAL,2.91,0.08,0.08,M,,,-82.8071,0.009,,1.75E+02
138Cs,M,55,6-,B-,19.00,0.0799,5.454,unstable,EQUAL,2.91,0.08,0.08,M,,,-82.8071,0.009,,1.75E+02
139Cs,,55,7/2+,B-,100.00,0,4.213,unstable,EQUAL,9.27,5e-15,5e-15,M,,,-80.701,0.003,,5.56E+02
140Cs,,55,1-,B-,100.00,0,6.22,unstable,EQUAL,63.7,0.3,0.3,S,,,-77.05,0.008,,6.37E+01
141Cs,,55,7/2+,B-,100.00,0,5.249,unstable,EQUAL,24.84,0.16,0.16,S,,,-74.48,0.01,,2.48E+01
141Cs,,55,7/2+,BN,0.04,0,0.723,unstable,EQUAL,24.84,0.16,0.16,S,,,-74.48,0.01,,2.48E+01
142Cs,,55,0-,B-,100.00,0,7.308,unstable,EQUAL,1.684,0.014,0.014,S,,,-70.525,0.01,,1.68E+00
142Cs,,55,0-,BN,0.09,0,1.139,unstable,EQUAL,1.684,0.014,0.014,S,,,-70.525,0.01,,1.68E+00
143Cs,,55,3/2+,B-,100.00,0,6.264,unstable,EQUAL,1.791,0.007,0.007,S,,,-67.674,0.022,,1.79E+00
143Cs,,55,3/2+,BN,1.64,0,2.08,unstable,EQUAL,1.791,0.007,0.007,S,,,-67.674,0.022,,1.79E+00
144Cs,,55,1(-),B-,100.00,0,8.499,unstable,EQUAL,0.994,6e-16,6e-16,S,,,-63.271,0.025,,9.94E-01
144Cs,,55,1(-),BN,3.03,0,2.594,unstable,EQUAL,0.994,6e-16,6e-16,S,,,-63.271,0.025,,9.94E-01
144Cs,M,55,(GE4),B-,,0,8.499,unstable,LT,1,,,S,,,-63.271,0.025,,1.00E+00
145Cs,,55,3/2+,B-,100.00,0,7.358,unstable,EQUAL,0.587,5e-16,5e-16,S,,,-60.055,0.01,,5.87E-01
145Cs,,55,3/2+,BN,14.70,0,3.641,unstable,EQUAL,0.587,5e-16,5e-16,S,,,-60.055,0.01,,5.87E-01
146Cs,,55,1-,B-,100.00,0,9.38,unstable,EQUAL,0.321,0.002,0.002,S,,,-55.569,0.039,,3.21E-01
146Cs,,55,1-,BN,14.20,0,3.724,unstable,EQUAL,0.321,0.002,0.002,S,,,-55.569,0.039,,3.21E-01
147Cs,,55,(3/2+),B-,100.00,0,8.579,unstable,EQUAL,0.230,1e-17,1e-17,S,,,-52.017,0.053,,2.30E-01
147Cs,,55,(3/2+),BN,28.50,0,4.909,unstable,EQUAL,0.230,1e-17,1e-17,S,,,-52.017,0.053,,2.30E-01
148Cs,,55,,B-,100.00,0,10.71,unstable,EQUAL,146,6,6,MS,,,-47.294,0.575,,1.46E-01
148Cs,,55,,BN,25.10,0,5.224,unstable,EQUAL,146,6,6,MS,,,-47.294,0.575,,1.46E-01
149Cs,,55,,B-,,0,9.641,unstable,GT,50,,,MS,,,-43.845,0.196,S,5.00E-02
149Cs,,55,,BN,,0,6.097,unstable,GT,50,,,MS,,,-43.845,0.196,S,5.00E-02
150Cs,,55,,B-,,0,11.634,unstable,GT,50,,,MS,,,-38.964,0.298,S,5.00E-02
150Cs,,55,,BN,,0,6.451,unstable,GT,50,,,MS,,,-38.964,0.298,S,5.00E-02
151Cs,,55,,B-,,0,10.6,unstable,GT,50,,,MS,,,-35.061,0.401,S,5.00E-02
151Cs,,55,,BN,,0,7.308,unstable,GT,50,,,MS,,,-35.061,0.401,S,5.00E-02
112Ba,,56,0+,,,,0,unstable,EQUAL,,,,,,,-36.086,0.401,S,0.00E+00
113Ba,,56,,,,,0,unstable,EQUAL,,,,,,,-39.793,0.298,S,0.00E+00
114Ba,,56,0+,EC,99.10,0,8.594,unstable,EQUAL,0.43,0.3,0.15,S,,,-45.96,0.109,,4.30E-01
114Ba,,56,0+,EP,20.00,0,8.858,unstable,EQUAL,0.43,0.3,0.15,S,,,-45.96,0.109,,4.30E-01
114Ba,,56,0+,A,0.90,0,3.534,unstable,EQUAL,0.43,0.3,0.15,S,,,-45.96,0.109,,4.30E-01
114Ba,,56,0+,12C,<0.0034,0,18.984,unstable,EQUAL,0.43,0.3,0.15,S,,,-45.96,0.109,,4.30E-01
115Ba,,56,(5/2+),EC,100.00,0,10.675,unstable,EQUAL,0.45,0.05,0.05,S,,,-49.025,0.596,S,4.50E-01
115Ba,,56,(5/2+),EP,>15.00,0,10.772,unstable,EQUAL,0.45,0.05,0.05,S,,,-49.025,0.596,S,4.50E-01
116Ba,,56,0+,EC,100.00,0,7.464,unstable,EQUAL,1.3,0.2,0.2,S,,,-54.604,0.401,S,1.30E+00
116Ba,,56,0+,EP,3.00,0,6.764,unstable,EQUAL,1.3,0.2,0.2,S,,,-54.604,0.401,S,1.30E+00
117Ba,,56,(3/2),EC,100.00,0,9.155,unstable,EQUAL,1.75,0.07,0.07,S,,,-57.457,0.25,,1.75E+00
117Ba,,56,(3/2),EA,>0.00,0,0,unstable,EQUAL,1.75,0.07,0.07,S,,,-57.457,0.25,,1.75E+00
117Ba,,56,(3/2),EP,>0.00,0,8.47,unstable,EQUAL,1.75,0.07,0.07,S,,,-57.457,0.25,,1.75E+00
118Ba,,56,0+,EC,100.00,0,6.037,unstable,EQUAL,5.5,0.2,0.2,S,,,-62.373,0.196,S,5.50E+00
118Ba,,56,0+,EP,,0,4.524,unstable,EQUAL,5.5,0.2,0.2,S,,,-62.373,0.196,S,5.50E+00
119Ba,,56,(5/2+),EC,100.00,0,7.715,unstable,EQUAL,5.4,0.3,0.3,S,,,-64.59,0.2,,5.40E+00
119Ba,,56,(5/2+),EP,<25.00,0,6.2,unstable,EQUAL,5.4,0.3,0.3,S,,,-64.59,0.2,,5.40E+00
120Ba,,56,0+,EC,100.00,0,5,unstable,EQUAL,24,2,2,S,,,-68.888,0.3,,2.40E+01
121Ba,,56,5/2(+),EC,100.00,0,6.358,unstable,EQUAL,29.7,1.5,1.5,S,,,-70.742,0.141,,2.97E+01
122Ba,,56,0+,EC,100.00,0,3.531,unstable,EQUAL,1.95,0.15,0.15,M,,,-74.608,0.027,,1.17E+02
123Ba,,56,5/2(+),EC,100.00,0,5.389,unstable,EQUAL,2.7,0.4,0.4,M,,,-75.654,0.012,,1.62E+02
124Ba,,56,0+,EC,100.00,0,2.642,unstable,EQUAL,11.0,5,5,M,,,-79.089,0.012,,6.60E+02
125Ba,,56,1/2(+),EC,100.00,0,4.42,unstable,EQUAL,3.3,0.3,0.3,M,,,-79.667,0.011,,1.98E+02
126Ba,,56,0+,EC,100.00,0,1.675,unstable,EQUAL,100,2,2,M,,,-82.669,0.012,,6.00E+03
127Ba,,56,1/2+,EC,100.00,0,3.424,unstable,EQUAL,12.7,0.4,0.4,M,,,-82.815,0.011,,7.62E+02
127Ba,M,56,7/2-,IT,100.00,0.0803,0.08,unstable,EQUAL,1.9,0.2,0.2,S,,,-82.7347,0.011,,1.90E+00
128Ba,,56,0+,EC,100.00,0,0.53,unstable,EQUAL,2.43,0.05,0.05,D,,,-85.379,0.005,,2.10E+05
129Ba,,56,1/2+,EC,100.00,0,2.436,unstable,EQUAL,2.23,0.11,0.11,H,,,-85.064,0.01,,8.03E+03
129Ba,M,56,7/2+,EC,&100.00,0.0084,2.444,unstable,EQUAL,2.16,0.02,0.02,H,,,-85.0556,0.01,,7.78E+03
129Ba,M,56,7/2+,IT,,0.0084,0.008,unstable,EQUAL,2.16,0.02,0.02,H,,,-85.0556,0.01,,7.78E+03
130Ba,,56,0+,2EC,,0,0,stable,,,,,,0.106,1e-17,-87.261,0.002,,0.00E+00
130Ba,M,56,8-,IT,100.00,2.4751,2.475,unstable,EQUAL,9.4,0.4,0.4,MS,,,-84.7859,0.002,,9.40E-03
131Ba,,56,1/2+,EC,100.00,0,1.376,unstable,EQUAL,11.50,0.6,0.6,D,,,-86.684,0.002,,9.94E+05
131Ba,M,56,9/2-,IT,100.00,0.188,0.188,unstable,EQUAL,14.6,0.2,0.2,M,,,-86.496,0.002,,8.76E+02
132Ba,,56,0+,2EC,,0,0,unstable,GT,3.0E+21,,,Y,0.101,0.001,-88.434,0.001,,9.47E+28
133Ba,,56,1/2+,EC,100.00,0,0.517,unstable,EQUAL,10.551,1.1e-14,1.1e-14,Y,,,-87.553,0,,3.33E+08
133Ba,M,56,11/2-,IT,99.99,0.2883,0.288,unstable,EQUAL,38.93,0.1,0.1,H,,,-87.2647,0,,1.40E+05
133Ba,M,56,11/2-,EC,0.01,0.2883,0.805,unstable,EQUAL,38.93,0.1,0.1,H,,,-87.2647,0,,1.40E+05
134Ba,,56,0+,,,0,0,stable,,,,,,2.417,0.018,-88.95,0,,0.00E+00
134Ba,M,56,(10+),IT,100.00,2.9572,2.957,unstable,EQUAL,2.63,0.14,0.14,US,,,-85.9928,0,,2.63E-06
135Ba,,56,3/2+,,,0,0,stable,,,,,,6.592,0.012,-87.85,0,,0.00E+00
135Ba,M,56,11/2-,IT,100.00,0.2682,0.268,unstable,EQUAL,28.7,0.2,0.2,H,,,-87.5818,0,,1.03E+05
136Ba,,56,0+,,,0,0,stable,,,,,,7.854,2.4e-14,-88.887,0,,0.00E+00
136Ba,M,56,7-,IT,100.00,2.0305,2.03,unstable,EQUAL,0.3084,0.0019,0.0019,S,,,-86.8565,0,,3.08E-01
137Ba,,56,3/2+,,,0,0,stable,,,,,,11.232,2.4e-14,-87.721,0,,0.00E+00
137Ba,M,56,11/2-,IT,100.00,0.6617,0.662,unstable,EQUAL,2.552,0.001,0.001,M,,,-87.0593,0,,1.53E+02
138Ba,,56,0+,,,0,0,stable,,,,,,71.698,0.042,-88.261,0,,0.00E+00
139Ba,,56,7/2-,B-,100.00,0,2.318,unstable,EQUAL,83.06,0.28,0.28,M,,,-84.914,0,,4.98E+03
140Ba,,56,0+,B-,100.00,0,1.05,unstable,EQUAL,12.7527,2.3e-14,2.3e-14,D,,,-83.27,0.007,,1.10E+06
141Ba,,56,3/2-,B-,100.00,0,3.213,unstable,EQUAL,18.27,0.07,0.07,M,,,-79.733,0.005,,1.10E+03
142Ba,,56,0+,B-,100.00,0,2.212,unstable,EQUAL,10.6,0.2,0.2,M,,,-77.845,0.006,,6.36E+02
143Ba,,56,5/2-,B-,100.00,0,4.251,unstable,EQUAL,14.5,0.3,0.3,S,,,-73.937,0.006,,1.45E+01
144Ba,,56,0+,B-,100.00,0,3.123,unstable,EQUAL,11.5,0.2,0.2,S,,,-71.767,0.007,,1.15E+01
144Ba,,56,0+,BN,3.60,0,-1.653,unstable,EQUAL,11.5,0.2,0.2,S,,,-71.767,0.007,,1.15E+01
145Ba,,56,5/2-,B-,100.00,0,5.572,unstable,EQUAL,4.31,1.6e-15,1.6e-15,S,,,-67.516,0.008,,4.31E+00
146Ba,,56,0+,B-,100.00,0,4.123,unstable,EQUAL,2.22,7e-16,7e-16,S,,,-64.94,0.02,,2.22E+00
147Ba,,56,(3/2-),B-,100.00,0,6.25,unstable,EQUAL,0.894,1e-15,1e-15,S,,,-60.264,0.019,,8.94E-01
147Ba,,56,(3/2-),BN,0.06,0,0.453,unstable,EQUAL,0.894,1e-15,1e-15,S,,,-60.264,0.019,,8.94E-01
148Ba,,56,0+,B-,100.00,0,5.115,unstable,EQUAL,0.612,0.017,0.017,S,,,-57.593,0.063,,6.12E-01
148Ba,,56,0+,BN,0.40,0,0.764,unstable,EQUAL,0.612,0.017,0.017,S,,,-57.593,0.063,,6.12E-01
149Ba,,56,,B-,100.00,0,7.309,unstable,EQUAL,0.344,7e-17,7e-17,S,,,-53.17,0.196,S,3.44E-01
149Ba,,56,,BN,0.43,0,1.571,unstable,EQUAL,0.344,7e-17,7e-17,S,,,-53.17,0.196,S,3.44E-01
150Ba,,56,0+,B-,100.00,0,6.437,unstable,EQUAL,0.3,,,S,,,-50.347,0.401,S,3.00E-01
150Ba,,56,0+,BN,,0,2.125,unstable,EQUAL,0.3,,,S,,,-50.347,0.401,S,3.00E-01
151Ba,,56,,B-,,0,8.467,unstable,GT,300,,,NS,,,-45.569,0.401,S,3.00E-07
151Ba,,56,,BN,,0,3.144,unstable,GT,300,,,NS,,,-45.569,0.401,S,3.00E-07
152Ba,,56,0+,B-,,0,7.471,unstable,GT,406,,,NS,,,-42.364,0.503,S,4.06E-07
152Ba,,56,0+,BN,,0,3.619,unstable,GT,406,,,NS,,,-42.364,0.503,S,4.06E-07
153Ba,,56,,B-,?,,9.306,unstable,EQUAL,,,,,,,-37.167,0.503,S,0.00E+00
117La,,57,(3/2+,3/2-,P,93.90,0,0.803,unstable,EQUAL,23.5,2.6,2.6,MS,,,-46.495,0.401,S,2.35E-02
117La,,57,(3/2+,3/2-,EC,6.10,0,10.776,unstable,EQUAL,23.5,2.6,2.6,MS,,,-46.495,0.401,S,2.35E-02
117La,M,57,(9/2+),P,97.40,0.151,0.954,unstable,EQUAL,10,5,5,MS,,,-46.344,0.401,S,1.00E-02
117La,M,57,(9/2+),EC,2.60,0.151,10.927,unstable,EQUAL,10,5,5,MS,,,-46.344,0.401,S,1.00E-02
118La,,57,,EC,?,0,12.752,unstable,EQUAL,,,,,,,-49.621,0.298,S,0.00E+00
119La,,57,,EC,?,0,9.623,unstable,EQUAL,,,,,,,-54.967,0.401,S,0.00E+00
120La,M,57,,EC,100.00,0,11.201,unstable,EQUAL,2.8,0.2,0.2,S,,,-57.687,0.503,S,2.80E+00
120La,M,57,,EP,>0.00,0,7.329,unstable,EQUAL,2.8,0.2,0.2,S,,,-57.687,0.503,S,2.80E+00
121La,,57,,EC,100.00,0,8.342,unstable,EQUAL,5.3,0.2,0.2,S,,,-62.401,0.503,S,5.30E+00
122La,,57,,EC,100.00,0,10.066,unstable,EQUAL,8.6,0.5,0.5,S,,,-64.543,0.298,S,8.60E+00
122La,,57,,EP,,0,5.268,unstable,EQUAL,8.6,0.5,0.5,S,,,-64.543,0.298,S,8.60E+00
123La,,57,,EC,100.00,0,6.948,unstable,EQUAL,17,3,3,S,,,-68.707,0.196,S,1.70E+01
124La,M,57,(8-),EC,100.00,0,8.831,unstable,EQUAL,29.21,0.17,0.17,S,,,-70.258,0.056,,2.92E+01
124La,M,57,,EC,100.00,0,8.831,unstable,EQUAL,21,4,4,S,,,-70.258,0.056,,2.10E+01
125La,,57,(3/2+),EC,100.00,0,5.909,unstable,EQUAL,64.8,1.2,1.2,S,,,-73.759,0.025,,6.48E+01
125La,M,57,,,,0.107,0,unstable,EQUAL,0.39,0.04,0.04,S,,,-73.652,0.025,,3.90E-01
126La,M,57,(5+),EC,>0.00,0,7.696,unstable,EQUAL,54,2,2,S,,,-74.973,0.09,,5.40E+01
126La,M,57,(0-,1,2-),EC,,0,7.696,unstable,LT,50,,,S,,,-74.973,0.09,,5.00E+01
126La,M,57,(0-,1,2-),IT,,0,0,unstable,LT,50,,,S,,,-74.973,0.09,,5.00E+01
127La,,57,(11/2-),EC,100.00,0,4.92,unstable,EQUAL,5.1,0.1,0.1,M,,,-77.895,0.025,,3.06E+02
127La,M,57,(3/2+),EC,100.00,0.0148,4.935,unstable,EQUAL,3.7,0.4,0.4,M,,,-77.8802,0.025,,2.22E+02
127La,M,57,(3/2+),IT,,0.0148,0.015,unstable,EQUAL,3.7,0.4,0.4,M,,,-77.8802,0.025,,2.22E+02
128La,,57,(5+),EC,100.00,0,6.77,unstable,EQUAL,5.18,0.14,0.14,M,,,-78.631,0.054,,3.11E+02
128La,M,57,(1+,2-),EC,100.00,0,6.77,unstable,LT,1.4,,,M,,,-78.631,0.054,,8.40E+01
129La,,57,3/2+,EC,100.00,0,3.738,unstable,EQUAL,11.6,0.2,0.2,M,,,-81.326,0.02,,6.96E+02
129La,M,57,11/2-,IT,100.00,0.1721,0.172,unstable,EQUAL,0.56,5e-16,5e-16,S,,,-81.1539,0.02,,5.60E-01
